slaveside_jv3301Master_lasse100TC_vostroSlave.txt
ptp4l[564413.554]: selected /dev/ptp0 as PTP clock
ptp4l[564413.593]: port 1 (enp1s0f1): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[564413.593]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[564413.593]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[564419.727]: port 1 (enp1s0f1): new foreign master a0369f.fffe.f93e34-1
ptp4l[564420.652]: selected local clock a0369f.fffe.f9498d as best master
ptp4l[564423.327]: selected best master clock a0369f.fffe.f93e34
ptp4l[564423.327]: port 1 (enp1s0f1): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[564756.375]: master offset          5 s2 freq   -3086 path delay      3925
ptp4l[564757.275]: master offset        -19 s2 freq   -3108 path delay      3925
ptp4l[564758.175]: master offset         21 s2 freq   -3074 path delay      3922
ptp4l[564759.075]: master offset         -2 s2 freq   -3091 path delay      3922
ptp4l[564759.975]: master offset         16 s2 freq   -3073 path delay      3922
ptp4l[564760.875]: master offset         18 s2 freq   -3066 path delay      3922
ptp4l[564761.776]: master offset          1 s2 freq   -3078 path delay      3922
ptp4l[564762.676]: master offset          7 s2 freq   -3072 path delay      3922
ptp4l[564763.576]: master offset        -23 s2 freq   -3100 path delay      3927
ptp4l[564764.476]: master offset          4 s2 freq   -3079 path delay      3927
ptp4l[564765.376]: master offset         12 s2 freq   -3070 path delay      3927
ptp4l[564766.276]: master offset        -12 s2 freq   -3091 path delay      3925
ptp4l[564767.176]: master offset          9 s2 freq   -3073 path delay      3922
ptp4l[564768.076]: master offset         24 s2 freq   -3056 path delay      3922
ptp4l[564768.976]: master offset        -20 s2 freq   -3092 path delay      3925
ptp4l[564769.876]: master offset         14 s2 freq   -3064 path delay      3925
ptp4l[564770.776]: master offset        -23 s2 freq   -3097 path delay      3928
ptp4l[564771.677]: master offset         -9 s2 freq   -3090 path delay      3928
ptp4l[564772.577]: master offset         10 s2 freq   -3074 path delay      3927
ptp4l[564773.477]: master offset        -15 s2 freq   -3096 path delay      3929
ptp4l[564774.377]: master offset          8 s2 freq   -3077 path delay      3929
ptp4l[564775.277]: master offset        -12 s2 freq   -3095 path delay      3930
ptp4l[564776.177]: master offset         12 s2 freq   -3074 path delay      3929
ptp4l[564777.077]: master offset         16 s2 freq   -3067 path delay      3929
ptp4l[564777.977]: master offset         -2 s2 freq   -3080 path delay      3929
ptp4l[564778.877]: master offset         -5 s2 freq   -3084 path delay      3929
ptp4l[564779.777]: master offset         23 s2 freq   -3057 path delay      3925
ptp4l[564780.678]: master offset         -8 s2 freq   -3081 path delay      3929
ptp4l[564781.578]: master offset        -22 s2 freq   -3098 path delay      3927
ptp4l[564782.478]: master offset          6 s2 freq   -3076 path delay      3924
ptp4l[564783.378]: master offset          2 s2 freq   -3078 path delay      3921
ptp4l[564784.278]: master offset          9 s2 freq   -3071 path delay      3921
ptp4l[564785.178]: master offset         -5 s2 freq   -3082 path delay      3921
ptp4l[564786.078]: master offset          7 s2 freq   -3072 path delay      3920
ptp4l[564786.978]: master offset         -6 s2 freq   -3083 path delay      3920
ptp4l[564787.878]: master offset          7 s2 freq   -3071 path delay      3919
ptp4l[564788.778]: master offset          6 s2 freq   -3070 path delay      3919
ptp4l[564789.679]: master offset        -22 s2 freq   -3096 path delay      3919
ptp4l[564790.579]: master offset        -21 s2 freq   -3102 path delay      3919
ptp4l[564791.479]: master offset         11 s2 freq   -3076 path delay      3918
ptp4l[564792.379]: master offset          2 s2 freq   -3082 path delay      3918
ptp4l[564793.279]: master offset          0 s2 freq   -3083 path delay      3918
ptp4l[564794.179]: master offset          0 s2 freq   -3083 path delay      3918
ptp4l[564795.079]: master offset         24 s2 freq   -3059 path delay      3918
ptp4l[564795.979]: master offset         -1 s2 freq   -3077 path delay      3918
ptp4l[564796.879]: master offset        -20 s2 freq   -3097 path delay      3918
ptp4l[564797.779]: master offset         -8 s2 freq   -3091 path delay      3918
ptp4l[564798.680]: master offset         11 s2 freq   -3074 path delay      3918
ptp4l[564799.580]: master offset         26 s2 freq   -3056 path delay      3918
ptp4l[564800.480]: master offset         -3 s2 freq   -3077 path delay      3918
ptp4l[564801.380]: master offset        -12 s2 freq   -3087 path delay      3920
ptp4l[564802.280]: master offset        -10 s2 freq   -3088 path delay      3920
ptp4l[564803.180]: master offset        -21 s2 freq   -3102 path delay      3922
ptp4l[564804.080]: master offset         -2 s2 freq   -3090 path delay      3922
ptp4l[564804.980]: master offset         -9 s2 freq   -3097 path delay      3922
ptp4l[564805.880]: master offset        -21 s2 freq   -3112 path delay      3922
ptp4l[564806.780]: master offset         32 s2 freq   -3065 path delay      3922
ptp4l[564807.680]: master offset         12 s2 freq   -3076 path delay      3922
ptp4l[564808.581]: master offset          4 s2 freq   -3080 path delay      3922
ptp4l[564809.481]: master offset        -13 s2 freq   -3096 path delay      3923
ptp4l[564810.381]: master offset         -1 s2 freq   -3088 path delay      3923
ptp4l[564811.281]: master offset         15 s2 freq   -3072 path delay      3923
ptp4l[564812.181]: master offset        -11 s2 freq   -3094 path delay      3924
ptp4l[564813.081]: master offset         23 s2 freq   -3063 path delay      3924
ptp4l[564813.981]: master offset        -14 s2 freq   -3093 path delay      3928
ptp4l[564814.881]: master offset        -17 s2 freq   -3100 path delay      3928
ptp4l[564815.781]: master offset         -3 s2 freq   -3091 path delay      3929
ptp4l[564816.682]: master offset          4 s2 freq   -3085 path delay      3929
ptp4l[564817.582]: master offset          7 s2 freq   -3081 path delay      3927
ptp4l[564818.482]: master offset          5 s2 freq   -3081 path delay      3926
ptp4l[564819.382]: master offset         14 s2 freq   -3070 path delay      3925
ptp4l[564820.282]: master offset          1 s2 freq   -3079 path delay      3925
ptp4l[564821.182]: master offset        -17 s2 freq   -3097 path delay      3925
ptp4l[564822.082]: master offset          8 s2 freq   -3077 path delay      3925
ptp4l[564822.982]: master offset         17 s2 freq   -3066 path delay      3921
ptp4l[564823.882]: master offset         25 s2 freq   -3052 path delay      3921
ptp4l[564824.782]: master offset          5 s2 freq   -3065 path delay      3921
ptp4l[564825.682]: master offset        -19 s2 freq   -3087 path delay      3925
ptp4l[564826.583]: master offset          9 s2 freq   -3065 path delay      3925
ptp4l[564827.483]: master offset          1 s2 freq   -3070 path delay      3927
ptp4l[564828.383]: master offset          0 s2 freq   -3071 path delay      3927
ptp4l[564829.283]: master offset        -26 s2 freq   -3097 path delay      3927
ptp4l[564830.183]: master offset         13 s2 freq   -3066 path delay      3927
ptp4l[564831.083]: master offset          7 s2 freq   -3068 path delay      3927
ptp4l[564831.983]: master offset         -9 s2 freq   -3082 path delay      3926
ptp4l[564832.883]: master offset          2 s2 freq   -3074 path delay      3926
ptp4l[564833.783]: master offset         16 s2 freq   -3059 path delay      3926
ptp4l[564834.683]: master offset        -22 s2 freq   -3092 path delay      3926
ptp4l[564835.584]: master offset         -1 s2 freq   -3078 path delay      3926
ptp4l[564836.484]: master offset          6 s2 freq   -3071 path delay      3925
ptp4l[564837.384]: master offset         22 s2 freq   -3053 path delay      3922
ptp4l[564838.284]: master offset          3 s2 freq   -3066 path delay      3922
ptp4l[564839.184]: master offset        -17 s2 freq   -3085 path delay      3923
ptp4l[564840.084]: master offset        -16 s2 freq   -3089 path delay      3923
ptp4l[564840.984]: master offset         26 s2 freq   -3052 path delay      3923
ptp4l[564841.884]: master offset         -7 s2 freq   -3077 path delay      3924
ptp4l[564842.784]: master offset        -16 s2 freq   -3088 path delay      3926
ptp4l[564843.684]: master offset        -15 s2 freq   -3092 path delay      3928
ptp4l[564844.585]: master offset         -7 s2 freq   -3088 path delay      3928
ptp4l[564845.485]: master offset         -3 s2 freq   -3086 path delay      3928
ptp4l[564846.385]: master offset         27 s2 freq   -3057 path delay      3926
ptp4l[564847.285]: master offset         -1 s2 freq   -3077 path delay      3927
ptp4l[564848.185]: master offset          4 s2 freq   -3073 path delay      3927
ptp4l[564849.085]: master offset         -8 s2 freq   -3083 path delay      3927
ptp4l[564849.985]: master offset          6 s2 freq   -3072 path delay      3925
ptp4l[564850.885]: master offset         -6 s2 freq   -3082 path delay      3925
ptp4l[564851.785]: master offset         18 s2 freq   -3060 path delay      3923
ptp4l[564852.685]: master offset        -18 s2 freq   -3090 path delay      3923
ptp4l[564853.585]: master offset          2 s2 freq   -3076 path delay      3921
ptp4l[564854.486]: master offset         -8 s2 freq   -3085 path delay      3923
ptp4l[564855.386]: master offset          7 s2 freq   -3073 path delay      3921
ptp4l[564856.286]: master offset          4 s2 freq   -3073 path delay      3925
ptp4l[564857.186]: master offset         -3 s2 freq   -3079 path delay      3922
ptp4l[564858.086]: master offset         -9 s2 freq   -3086 path delay      3922
ptp4l[564858.986]: master offset         -5 s2 freq   -3085 path delay      3920
ptp4l[564859.886]: master offset        -16 s2 freq   -3097 path delay      3920
ptp4l[564860.786]: master offset         21 s2 freq   -3065 path delay      3920
ptp4l[564861.686]: master offset         16 s2 freq   -3064 path delay      3919
ptp4l[564862.586]: master offset          6 s2 freq   -3069 path delay      3920
ptp4l[564863.487]: master offset        -20 s2 freq   -3093 path delay      3920
ptp4l[564864.387]: master offset        -23 s2 freq   -3102 path delay      3920
ptp4l[564865.287]: master offset         19 s2 freq   -3067 path delay      3920
ptp4l[564866.187]: master offset          2 s2 freq   -3078 path delay      3920
ptp4l[564867.087]: master offset        -28 s2 freq   -3108 path delay      3920
ptp4l[564867.987]: master offset         22 s2 freq   -3066 path delay      3918
ptp4l[564868.887]: master offset         16 s2 freq   -3066 path delay      3918
ptp4l[564869.787]: master offset         -3 s2 freq   -3080 path delay      3920
ptp4l[564870.687]: master offset         -8 s2 freq   -3086 path delay      3920
ptp4l[564871.587]: master offset          4 s2 freq   -3076 path delay      3922
ptp4l[564872.488]: master offset          8 s2 freq   -3071 path delay      3922
ptp4l[564873.388]: master offset         -9 s2 freq   -3086 path delay      3926
ptp4l[564874.288]: master offset         -8 s2 freq   -3087 path delay      3926
ptp4l[564875.188]: master offset         -4 s2 freq   -3086 path delay      3926
ptp4l[564876.088]: master offset         10 s2 freq   -3073 path delay      3926
ptp4l[564876.988]: master offset         10 s2 freq   -3070 path delay      3926
ptp4l[564877.888]: master offset         -3 s2 freq   -3080 path delay      3926
ptp4l[564878.788]: master offset        -10 s2 freq   -3088 path delay      3928
ptp4l[564879.688]: master offset         -7 s2 freq   -3088 path delay      3928
ptp4l[564880.588]: master offset         11 s2 freq   -3072 path delay      3926
ptp4l[564881.489]: master offset        -15 s2 freq   -3095 path delay      3928
ptp4l[564882.389]: master offset         -3 s2 freq   -3087 path delay      3926
ptp4l[564883.289]: master offset         27 s2 freq   -3058 path delay      3924
ptp4l[564884.189]: master offset        -13 s2 freq   -3090 path delay      3925
ptp4l[564885.089]: master offset         -7 s2 freq   -3088 path delay      3925
ptp4l[564885.989]: master offset          9 s2 freq   -3074 path delay      3925
ptp4l[564886.889]: master offset        -29 s2 freq   -3109 path delay      3928
ptp4l[564887.789]: master offset          1 s2 freq   -3088 path delay      3923
ptp4l[564888.689]: master offset         17 s2 freq   -3072 path delay      3923
ptp4l[564889.589]: master offset          4 s2 freq   -3079 path delay      3923
ptp4l[564890.490]: master offset         11 s2 freq   -3071 path delay      3923
ptp4l[564891.390]: master offset        -14 s2 freq   -3093 path delay      3923
ptp4l[564892.290]: master offset         12 s2 freq   -3071 path delay      3919
ptp4l[564893.190]: master offset         -5 s2 freq   -3085 path delay      3923
ptp4l[564894.090]: master offset         27 s2 freq   -3054 path delay      3915
ptp4l[564894.990]: master offset         -6 s2 freq   -3079 path delay      3919
ptp4l[564895.890]: master offset        -11 s2 freq   -3086 path delay      3919
ptp4l[564896.790]: master offset          0 s2 freq   -3078 path delay      3922
ptp4l[564897.690]: master offset         -8 s2 freq   -3086 path delay      3923
ptp4l[564898.590]: master offset          7 s2 freq   -3073 path delay      3923
ptp4l[564899.490]: master offset         20 s2 freq   -3058 path delay      3924
ptp4l[564900.390]: master offset          6 s2 freq   -3066 path delay      3924
ptp4l[564901.291]: master offset          1 s2 freq   -3070 path delay      3924
ptp4l[564902.191]: master offset         -2 s2 freq   -3072 path delay      3924
ptp4l[564903.091]: master offset          0 s2 freq   -3071 path delay      3924
ptp4l[564903.991]: master offset        -25 s2 freq   -3096 path delay      3924
ptp4l[564904.891]: master offset         10 s2 freq   -3068 path delay      3924
ptp4l[564905.791]: master offset          7 s2 freq   -3068 path delay      3924
ptp4l[564906.691]: master offset          4 s2 freq   -3069 path delay      3923
ptp4l[564907.591]: master offset          2 s2 freq   -3070 path delay      3923
ptp4l[564908.491]: master offset          1 s2 freq   -3070 path delay      3923
ptp4l[564909.391]: master offset         11 s2 freq   -3060 path delay      3924
ptp4l[564910.292]: master offset        -13 s2 freq   -3081 path delay      3924
ptp4l[564911.192]: master offset        -17 s2 freq   -3089 path delay      3924
ptp4l[564912.092]: master offset         13 s2 freq   -3064 path delay      3924
ptp4l[564912.992]: master offset          4 s2 freq   -3069 path delay      3925
ptp4l[564913.892]: master offset          0 s2 freq   -3072 path delay      3926
ptp4l[564914.792]: master offset          1 s2 freq   -3071 path delay      3926
ptp4l[564915.692]: master offset        -13 s2 freq   -3084 path delay      3926
ptp4l[564916.592]: master offset          1 s2 freq   -3074 path delay      3926
ptp4l[564917.492]: master offset         15 s2 freq   -3060 path delay      3926
ptp4l[564918.392]: master offset         14 s2 freq   -3057 path delay      3928
ptp4l[564919.293]: master offset        -14 s2 freq   -3080 path delay      3928
ptp4l[564920.193]: master offset         -5 s2 freq   -3076 path delay      3928
ptp4l[564921.093]: master offset         -2 s2 freq   -3074 path delay      3928
ptp4l[564921.993]: master offset          3 s2 freq   -3070 path delay      3926
ptp4l[564922.893]: master offset         30 s2 freq   -3042 path delay      3922
ptp4l[564923.793]: master offset         12 s2 freq   -3051 path delay      3922
ptp4l[564924.693]: master offset         -8 s2 freq   -3067 path delay      3922
ptp4l[564925.593]: master offset        -13 s2 freq   -3075 path delay      3922
ptp4l[564926.493]: master offset         14 s2 freq   -3051 path delay      3922
ptp4l[564927.393]: master offset         -6 s2 freq   -3067 path delay      3922
ptp4l[564928.294]: master offset          5 s2 freq   -3058 path delay      3920
ptp4l[564929.194]: master offset        -13 s2 freq   -3075 path delay      3924
ptp4l[564930.094]: master offset        -12 s2 freq   -3077 path delay      3926
ptp4l[564930.994]: master offset         -6 s2 freq   -3075 path delay      3926
ptp4l[564931.894]: master offset         -2 s2 freq   -3073 path delay      3926
ptp4l[564932.794]: master offset          1 s2 freq   -3070 path delay      3924
ptp4l[564933.694]: master offset         -2 s2 freq   -3073 path delay      3924
ptp4l[564934.594]: master offset        -24 s2 freq   -3096 path delay      3923
ptp4l[564935.494]: master offset         13 s2 freq   -3066 path delay      3923
ptp4l[564936.394]: master offset         -5 s2 freq   -3080 path delay      3923
ptp4l[564937.295]: master offset         16 s2 freq   -3061 path delay      3923
ptp4l[564938.195]: master offset          4 s2 freq   -3068 path delay      3923
ptp4l[564939.095]: master offset          0 s2 freq   -3071 path delay      3923
ptp4l[564939.995]: master offset          0 s2 freq   -3071 path delay      3922
ptp4l[564940.895]: master offset        -13 s2 freq   -3084 path delay      3922
ptp4l[564941.795]: master offset         -1 s2 freq   -3075 path delay      3921
ptp4l[564942.695]: master offset          3 s2 freq   -3072 path delay      3921
ptp4l[564943.595]: master offset          3 s2 freq   -3071 path delay      3921
ptp4l[564944.495]: master offset          0 s2 freq   -3073 path delay      3923
ptp4l[564945.395]: master offset        -10 s2 freq   -3083 path delay      3923
ptp4l[564946.296]: master offset          0 s2 freq   -3076 path delay      3923
ptp4l[564947.196]: master offset         30 s2 freq   -3046 path delay      3923
ptp4l[564948.096]: master offset         -9 s2 freq   -3076 path delay      3923
ptp4l[564948.996]: master offset        -15 s2 freq   -3085 path delay      3921
ptp4l[564949.896]: master offset         11 s2 freq   -3063 path delay      3921
ptp4l[564950.796]: master offset          2 s2 freq   -3069 path delay      3921
ptp4l[564951.696]: master offset         12 s2 freq   -3058 path delay      3921
ptp4l[564952.596]: master offset        -15 s2 freq   -3082 path delay      3921
ptp4l[564953.496]: master offset        -17 s2 freq   -3088 path delay      3921
ptp4l[564954.396]: master offset         25 s2 freq   -3051 path delay      3921
ptp4l[564955.296]: master offset          4 s2 freq   -3065 path delay      3921
ptp4l[564956.197]: master offset         -3 s2 freq   -3071 path delay      3921
ptp4l[564957.097]: master offset        -20 s2 freq   -3088 path delay      3924
ptp4l[564957.997]: master offset         10 s2 freq   -3064 path delay      3924
ptp4l[564958.897]: master offset          1 s2 freq   -3070 path delay      3926
ptp4l[564959.797]: master offset        -25 s2 freq   -3096 path delay      3926
ptp4l[564960.697]: master offset          0 s2 freq   -3079 path delay      3926
ptp4l[564961.597]: master offset          6 s2 freq   -3073 path delay      3926
ptp4l[564962.497]: master offset          6 s2 freq   -3071 path delay      3926
ptp4l[564963.397]: master offset          6 s2 freq   -3069 path delay      3926
ptp4l[564964.297]: master offset          3 s2 freq   -3070 path delay      3926
ptp4l[564965.198]: master offset          2 s2 freq   -3070 path delay      3926
ptp4l[564966.098]: master offset          3 s2 freq   -3069 path delay      3924
ptp4l[564966.998]: master offset         -1 s2 freq   -3072 path delay      3924
ptp4l[564967.898]: master offset          2 s2 freq   -3069 path delay      3922
ptp4l[564968.798]: master offset        -26 s2 freq   -3097 path delay      3922
ptp4l[564969.698]: master offset          0 s2 freq   -3078 path delay      3921
ptp4l[564970.598]: master offset         -7 s2 freq   -3085 path delay      3922
ptp4l[564971.498]: master offset          7 s2 freq   -3073 path delay      3922
ptp4l[564972.398]: master offset         -4 s2 freq   -3082 path delay      3922
ptp4l[564973.298]: master offset         20 s2 freq   -3060 path delay      3920
ptp4l[564974.198]: master offset        -11 s2 freq   -3085 path delay      3927
ptp4l[564975.099]: master offset         14 s2 freq   -3063 path delay      3927
ptp4l[564975.999]: master offset          8 s2 freq   -3065 path delay      3926
ptp4l[564976.899]: master offset        -15 s2 freq   -3085 path delay      3928
ptp4l[564977.799]: master offset         -1 s2 freq   -3076 path delay      3928
ptp4l[564978.699]: master offset          5 s2 freq   -3070 path delay      3926
ptp4l[564979.599]: master offset         -9 s2 freq   -3083 path delay      3926
ptp4l[564980.499]: master offset         15 s2 freq   -3061 path delay      3925
ptp4l[564981.399]: master offset         -8 s2 freq   -3080 path delay      3925
ptp4l[564982.299]: master offset          1 s2 freq   -3073 path delay      3925
ptp4l[564983.199]: master offset          2 s2 freq   -3072 path delay      3925
ptp4l[564984.100]: master offset          3 s2 freq   -3070 path delay      3923
ptp4l[564985.000]: master offset        -11 s2 freq   -3083 path delay      3923
ptp4l[564985.900]: master offset          4 s2 freq   -3072 path delay      3921
ptp4l[564986.800]: master offset          3 s2 freq   -3071 path delay      3921
ptp4l[564987.700]: master offset          3 s2 freq   -3071 path delay      3921
ptp4l[564988.600]: master offset         -9 s2 freq   -3082 path delay      3920
ptp4l[564989.500]: master offset          1 s2 freq   -3074 path delay      3919
ptp4l[564990.400]: master offset         -8 s2 freq   -3083 path delay      3919
ptp4l[564991.300]: master offset         -9 s2 freq   -3086 path delay      3919
ptp4l[564992.200]: master offset         19 s2 freq   -3061 path delay      3918
ptp4l[564993.101]: master offset         -4 s2 freq   -3078 path delay      3918
ptp4l[564994.001]: master offset          2 s2 freq   -3074 path delay      3919
ptp4l[564994.901]: master offset          3 s2 freq   -3072 path delay      3919
ptp4l[564995.801]: master offset          4 s2 freq   -3070 path delay      3919
ptp4l[564996.701]: master offset          1 s2 freq   -3072 path delay      3921
ptp4l[564997.601]: master offset         15 s2 freq   -3058 path delay      3920
ptp4l[564998.501]: master offset        -15 s2 freq   -3083 path delay      3922
ptp4l[564999.401]: master offset        -29 s2 freq   -3102 path delay      3923
ptp4l[565000.301]: master offset        -14 s2 freq   -3095 path delay      3925
ptp4l[565001.201]: master offset         23 s2 freq   -3063 path delay      3925
ptp4l[565002.102]: master offset          1 s2 freq   -3078 path delay      3925
ptp4l[565003.001]: master offset         -5 s2 freq   -3083 path delay      3925
ptp4l[565003.902]: master offset         19 s2 freq   -3061 path delay      3925
ptp4l[565004.802]: master offset          8 s2 freq   -3066 path delay      3925
ptp4l[565005.702]: master offset          2 s2 freq   -3070 path delay      3925
ptp4l[565006.602]: master offset        -25 s2 freq   -3096 path delay      3925
ptp4l[565007.502]: master offset         17 s2 freq   -3062 path delay      3920
ptp4l[565008.402]: master offset        -17 s2 freq   -3091 path delay      3920
ptp4l[565009.302]: master offset          2 s2 freq   -3077 path delay      3920
ptp4l[565010.202]: master offset         19 s2 freq   -3059 path delay      3919
ptp4l[565011.103]: master offset         -5 s2 freq   -3077 path delay      3919
ptp4l[565012.003]: master offset        -16 s2 freq   -3090 path delay      3923
ptp4l[565012.903]: master offset        -11 s2 freq   -3090 path delay      3923
ptp4l[565013.803]: master offset         -4 s2 freq   -3086 path delay      3921
ptp4l[565014.703]: master offset         23 s2 freq   -3060 path delay      3921
ptp4l[565015.603]: master offset         -1 s2 freq   -3077 path delay      3922
ptp4l[565016.503]: master offset        -21 s2 freq   -3098 path delay      3922
ptp4l[565017.403]: master offset         22 s2 freq   -3061 path delay      3918
ptp4l[565018.303]: master offset        -14 s2 freq   -3090 path delay      3918
ptp4l[565019.203]: master offset         17 s2 freq   -3063 path delay      3918
ptp4l[565020.104]: master offset         -6 s2 freq   -3081 path delay      3920
ptp4l[565021.004]: master offset          3 s2 freq   -3074 path delay      3920
ptp4l[565021.904]: master offset         19 s2 freq   -3057 path delay      3920
ptp4l[565022.804]: master offset         -9 s2 freq   -3080 path delay      3920
ptp4l[565023.704]: master offset        -13 s2 freq   -3086 path delay      3920
ptp4l[565024.604]: master offset        -11 s2 freq   -3088 path delay      3920
ptp4l[565025.504]: master offset          8 s2 freq   -3072 path delay      3918
ptp4l[565026.404]: master offset          8 s2 freq   -3070 path delay      3918
ptp4l[565027.304]: master offset          4 s2 freq   -3072 path delay      3920
ptp4l[565028.204]: master offset         -9 s2 freq   -3083 path delay      3921
ptp4l[565029.104]: master offset         15 s2 freq   -3062 path delay      3921
ptp4l[565030.005]: master offset          3 s2 freq   -3070 path delay      3923
ptp4l[565030.905]: master offset          2 s2 freq   -3070 path delay      3923
ptp4l[565031.805]: master offset          1 s2 freq   -3070 path delay      3923
ptp4l[565032.705]: master offset         -2 s2 freq   -3073 path delay      3923
ptp4l[565033.605]: master offset         -1 s2 freq   -3072 path delay      3923
ptp4l[565034.505]: master offset        -12 s2 freq   -3084 path delay      3923
ptp4l[565035.405]: master offset         14 s2 freq   -3061 path delay      3921
ptp4l[565036.305]: master offset        -10 s2 freq   -3081 path delay      3923
ptp4l[565037.205]: master offset         25 s2 freq   -3049 path delay      3923
ptp4l[565038.106]: master offset        -42 s2 freq   -3109 path delay      3928
ptp4l[565039.006]: master offset         -4 s2 freq   -3083 path delay      3928
ptp4l[565039.906]: master offset         13 s2 freq   -3067 path delay      3922
ptp4l[565040.806]: master offset         33 s2 freq   -3044 path delay      3922
ptp4l[565041.706]: master offset         17 s2 freq   -3050 path delay      3924
ptp4l[565042.606]: master offset        -17 s2 freq   -3079 path delay      3924
ptp4l[565043.506]: master offset        -20 s2 freq   -3087 path delay      3920
ptp4l[565044.406]: master offset          7 s2 freq   -3066 path delay      3920
ptp4l[565045.306]: master offset        -31 s2 freq   -3102 path delay      3928
ptp4l[565046.206]: master offset         11 s2 freq   -3069 path delay      3928
ptp4l[565047.106]: master offset         10 s2 freq   -3067 path delay      3927
ptp4l[565048.007]: master offset         -5 s2 freq   -3079 path delay      3924
ptp4l[565048.907]: master offset         28 s2 freq   -3047 path delay      3922
ptp4l[565049.807]: master offset        -36 s2 freq   -3103 path delay      3924
ptp4l[565050.707]: master offset          7 s2 freq   -3070 path delay      3924
ptp4l[565051.607]: master offset        -10 s2 freq   -3085 path delay      3927
ptp4l[565052.507]: master offset         -8 s2 freq   -3086 path delay      3927
ptp4l[565053.407]: master offset        -19 s2 freq   -3100 path delay      3927
ptp4l[565054.307]: master offset         25 s2 freq   -3061 path delay      3924
ptp4l[565055.207]: master offset         28 s2 freq   -3051 path delay      3924
ptp4l[565056.107]: master offset        -19 s2 freq   -3090 path delay      3924
ptp4l[565057.007]: master offset          1 s2 freq   -3075 path delay      3922
ptp4l[565057.908]: master offset         -8 s2 freq   -3084 path delay      3922
ptp4l[565058.808]: master offset          3 s2 freq   -3075 path delay      3923
ptp4l[565059.708]: master offset          7 s2 freq   -3070 path delay      3923
ptp4l[565060.608]: master offset         -6 s2 freq   -3081 path delay      3923
ptp4l[565061.508]: master offset        -24 s2 freq   -3101 path delay      3926
ptp4l[565062.408]: master offset          7 s2 freq   -3077 path delay      3923
ptp4l[565063.308]: master offset        -11 s2 freq   -3093 path delay      3923
ptp4l[565064.208]: master offset         -5 s2 freq   -3091 path delay      3926
ptp4l[565065.108]: master offset         14 s2 freq   -3073 path delay      3926
ptp4l[565066.009]: master offset          6 s2 freq   -3077 path delay      3923
ptp4l[565066.909]: master offset        -15 s2 freq   -3096 path delay      3923
ptp4l[565067.809]: master offset         11 s2 freq   -3075 path delay      3923
ptp4l[565068.709]: master offset         10 s2 freq   -3072 path delay      3926
ptp4l[565069.609]: master offset         -1 s2 freq   -3080 path delay      3924
ptp4l[565070.509]: master offset         -4 s2 freq   -3084 path delay      3924
ptp4l[565071.409]: master offset         -1 s2 freq   -3082 path delay      3921
ptp4l[565072.309]: master offset          8 s2 freq   -3073 path delay      3921
ptp4l[565073.209]: master offset         -5 s2 freq   -3084 path delay      3923
ptp4l[565074.109]: master offset         19 s2 freq   -3061 path delay      3923
ptp4l[565075.010]: master offset         11 s2 freq   -3063 path delay      3920
ptp4l[565075.910]: master offset        -10 s2 freq   -3081 path delay      3922
ptp4l[565076.810]: master offset         12 s2 freq   -3062 path delay      3922
ptp4l[565077.710]: master offset          5 s2 freq   -3066 path delay      3919
ptp4l[565078.610]: master offset         -4 s2 freq   -3073 path delay      3922
ptp4l[565079.510]: master offset        -18 s2 freq   -3088 path delay      3924
ptp4l[565080.410]: master offset         -1 s2 freq   -3077 path delay      3924
ptp4l[565081.310]: master offset        -22 s2 freq   -3098 path delay      3925
ptp4l[565082.210]: master offset         -8 s2 freq   -3091 path delay      3925
ptp4l[565083.110]: master offset         26 s2 freq   -3059 path delay      3922
ptp4l[565084.010]: master offset          0 s2 freq   -3077 path delay      3922
ptp4l[565084.910]: master offset         -7 s2 freq   -3084 path delay      3923
ptp4l[565085.811]: master offset         17 s2 freq   -3062 path delay      3923
ptp4l[565086.711]: master offset         -4 s2 freq   -3078 path delay      3923
ptp4l[565087.611]: master offset        -11 s2 freq   -3086 path delay      3923
ptp4l[565088.511]: master offset          5 s2 freq   -3074 path delay      3922
ptp4l[565089.411]: master offset          8 s2 freq   -3069 path delay      3921
ptp4l[565090.311]: master offset         -8 s2 freq   -3083 path delay      3922
ptp4l[565091.211]: master offset         -9 s2 freq   -3086 path delay      3922
ptp4l[565092.111]: master offset         -6 s2 freq   -3086 path delay      3921
ptp4l[565093.011]: master offset          8 s2 freq   -3074 path delay      3920
ptp4l[565093.911]: master offset         23 s2 freq   -3056 path delay      3920
ptp4l[565094.812]: master offset          6 s2 freq   -3066 path delay      3921
ptp4l[565095.712]: master offset        -24 s2 freq   -3095 path delay      3921
ptp4l[565096.612]: master offset        -13 s2 freq   -3091 path delay      3921
ptp4l[565097.512]: master offset         -7 s2 freq   -3089 path delay      3922
ptp4l[565098.412]: master offset         10 s2 freq   -3074 path delay      3922
ptp4l[565099.312]: master offset         -7 s2 freq   -3088 path delay      3927
ptp4l[565100.212]: master offset         10 s2 freq   -3073 path delay      3927
ptp4l[565101.112]: master offset        -18 s2 freq   -3098 path delay      3931
